CODEMP;CODPROD;DESCRPROD;REFERENCIA;CODLOCAL;DESCRLOCAL;CONTROLE;ESTOQUE;RESERVADO;DISPONIVEL;ATIVO;CODGRUPOPROD;DESCRGRUPOPROD
6;166;BUCHA COMANDO MWM 225 / 226 / 229 ASPIRADO E TURBINADO;166;101;LOCAL WMS; ;8;8;0;S;10102;CABECOTE
6;201;JOGO BRONZINA BIELA STD;201;101;LOCAL WMS; ;7;10;-3;S;10101;BLOCO DOS CILINDROS
6;245;ANEL ELASTICO EIXO CVS /1229A1301;245;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;322;CARCACA DE CAMBIO ;322;101;LOCAL WMS; ;1;0;1;S;10301;CARCACA DE MUDANCAS
6;368;BOMBA AGUA MOTOR CUMMINS C MECANICO MOTORES 6C-8.3 / 6CT-8.3 / 6CTA-8.3 / 6CTAA-8.3 6 CIL;368;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;433;PISTAO C/ ANEIS STD;433;101;LOCAL WMS; ;6;6;0;S;10101;BLOCO DOS CILINDROS
6;855;ELEMENTO FILTRO OLEO COMBUSTIVEL (C/ COPO);855;101;LOCAL WMS; ;2;2;0;S;10801;FILTRO DE AR
6;2157;PRISIONEIRO TURBINA MWM X10 / VW 8140 / 8150;2157;101;LOCAL WMS; ;4;4;0;S;10102;CABECOTE
6;2652;ROLAMENTO BERCO PINHAO DIFERENCIAL;2652;101;LOCAL WMS; ;1;0;1;S;11001;ROLAMENTO
6;4158;RESPIRO CAMBIO CAIXA S5-420;4158;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;4673;ARRUELA CALCO INFERIOR MOLA VALVULA MWM 225 / 226 / 229 / X10 / X12;4673;101;LOCAL WMS; ;4;8;-4;S;11503;ABRACADEIRAS
6;5010;PORCA PINHAO 40MM;5010;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;5012;JOGO BRONZINA BIELA STD CUMMINS 6 CILINDROS;5012;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;5652;ROLAMENTO EXTERNO EIXO PILOTO;5652;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;5900;PRISIONEIRO COLETOR;5900;101;LOCAL WMS; ;4;4;0;S;10101;BLOCO DOS CILINDROS
6;6635;COLA 3M ADESIVO P/ JUNTAS 73g;6635;101;LOCAL WMS; ;28;6;22;S;11101;LUBRIFICACAO DE MOTOR
6;6897;ANEL ELASTICO;6897;101;LOCAL WMS; ;4;0;4;S;10301;CARCACA DE MUDANCAS
6;6903;ANEL TRAVA ENGRENAGEM 3ª MARCHA MOVEL;6903;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;6997;VOLANTE MOTOR CUMMINS SERIE C C/ CREMALHEIRA;6997;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;7071;"ANEL VEDADOR ELASTICO EM ""O"" 190,09X3,53";7071;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;7093;ANEL CAMISA CUMMINS SERIE C MECANICO / ELETRONICO;7093;101;LOCAL WMS; ;6;6;0;S;10102;CABECOTE
6;7243;MANGUEIRA RETORNO TURBINA CUMMINS SERIE B // C;7243;101;LOCAL WMS; ;2;2;0;S;10109;INJECAO COMBUSTIVEL
6;7251;TUCHO VALVULA CUMMINS B/C COMANDO FERRO/ACO  (N);7251;101;LOCAL WMS; ;20;1;19;S;10101;BLOCO DOS CILINDROS
6;7252;BOMBA OLEO LUBRIFICANTE MOTOR ;7252;101;LOCAL WMS; ;1;1;0;S;10104;VIRABREQUIM
6;7363;RETENTOR FLANGE CAMBIO;7363;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;7459;CAIXA COMPLETA ANTERIOR/POSTERIOR;7459;101;LOCAL WMS; ;2;0;2;S;10501;DIFERENCIAL DIANTEIRO
6;7484;PINO PLASTICO AJUSTE COMANDO CUMMINS SERIC C MECANICO;7484;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;7519;CAIXA SATELITES DIFERENCIAL INTERMEDAIRIO COMPLETA;7519;101;LOCAL WMS; ;2;0;2;S;10501;DIFERENCIAL DIANTEIRO
6;7532;TUBO AR / COMBUSTIVEL LDA MOTOR CUMMINS;7532;101;LOCAL WMS; ;1;1;0;S;10109;INJECAO COMBUSTIVEL
6;7781;PRISIONEIRO TURBINA CUMMINS SERIE B / C MECANICO;7781;101;LOCAL WMS; ;8;8;0;S;10102;CABECOTE
6;7846;ARRUELA SELETIVA 6,604MM ENGRENAGEM 1ª MARCHA / RE;7846;101;LOCAL WMS; ;20;0;20;S;10301;CARCACA DE MUDANCAS
6;8315;JUNTA TAMPA DISTRIBUICAO EXTERNA (BOMBA EM LINHA);8315;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;8358;TAMPA OLEO MOTOR CUMMINS SERIE C MECANICO;8358;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;8517;VALVULA ALIVIO PRESSAO FILTRO OLEO MOTOR CUMMINS;8517;101;LOCAL WMS; ;2;2;0;S;10102;CABECOTE
6;8756;PARAFUSO;8756;101;LOCAL WMS; ;4;4;0;S;10121;SISTEMA ESCAPAMENTO
6;8782;BUCHA BIELA MOTOR CUMMINS;8782;101;LOCAL WMS; ;6;6;0;S;10106;PISTAO / CAMISA / ANEL
6;8783;CALCO CAMISA MOTOR CUMMINS SERIE C 0.10 3914653;8783;101;LOCAL WMS; ;10;6;4;S;10101;BLOCO DOS CILINDROS
6;8873;SELO CABECOTE / BLOCO MOTOR 58MM;8873;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;8885;TAMPA VÁLVULAS CUMMINS 8.3L;8885;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;8890;BOMBA ALIMENTADORA  CUMMINS SERIE C 220 A 240 CV;8890;101;LOCAL WMS; ;1;1;0;S;10109;INJECAO COMBUSTIVEL
6;8920;RESPIRO TAMPA VALVULA MOTOR CUMMINS SERIC C MECANICO;8920;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;9091;JUNTA CONEXAO ENTRADA AGUA;9091;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;9125;VALVULA ALIVIO CABECOTE FILTRO OLEO MOTOR CUMMINS SERIE C MECANICO;9125;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;9126;MOLA RESFRIADOR DE OLEO;9126;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;9134;EMBOLO VALVULA ALIVIO BOMBA OLEO MOTOR CUMMINS SERIE C;9134;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;9492;JUNTA TAMPA DISTRIBUICAO INTERNA CUMMINS SETIE B MECANICO;9492;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;9679;PARAFUSO;9679;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;9976;RETENTOR EIXO ENTRADA EIXO DIFERENCIAL MD145/ 165;9976;101;LOCAL WMS; ;2;0;2;S;10501;DIFERENCIAL DIANTEIRO
6;10690;PARAFUSO FIXACAO VOLANTE MOTOR CUMMINS C MECANICO;10690;101;LOCAL WMS; ;8;0;8;S;11501;PARAFUSO
6;10739;CUBO SINCRONIZADOR 3ª MARCHA;10739;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;11275;ANEL ENGRENAMENTO;11275;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;11276;ANEL ELASTICO 2,64MM;11276;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;12017;CAIXA DE CAMBIO G85;12017;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;12031;CAIXA DE CAMBIO 16S 1650  //  034;12031;101;LOCAL WMS; ;7;0;7;S;30102;TRANSMISSAO BASE TROCA
6;12036;CAIXA CAMBIO MBB 3433 AXOR G240;12036;101;LOCAL WMS; ;3;0;3;S;30102;TRANSMISSAO BASE TROCA
6;12042;CAIXA DE CAMBIO S5-420;12042;101;LOCAL WMS; ;1;0;1;S;30102;TRANSMISSAO BASE TROCA
6;12325;CAIXA DE CAMBIO FS 5205;12325;101;LOCAL WMS; ;1;0;1;S;30102;TRANSMISSAO BASE TROCA
6;12331;CAIXA DE CAMBIO 16S 1650  //  056;12331;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;12347;DIFERENCIAL;12347;101;LOCAL WMS; ;1;0;1;S;30103;DIFERENCIAL BASE TROCA
6;12350;MOTOR ;12350;101;LOCAL WMS; ;4;0;4;S;20299;GRUPO EM MANUTENCAO
6;12425;VEDADOR VALVULA CUMMINS SERIE C;12425;101;LOCAL WMS; ;12;12;0;S;10101;BLOCO DOS CILINDROS
6;12511;PARAFUSO LONGO CABECOTE CUMMINS SERIE C;12511;101;LOCAL WMS; ;14;14;0;S;10121;SISTEMA ESCAPAMENTO
6;12725;COXIM TRASEIRO MOTOR;12725;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;12749;CAMISA CILINDRO MOTOR STD CUMMINS SERIE B;12749;101;LOCAL WMS; ;3;3;0;S;10101;BLOCO DOS CILINDROS
6;12785;ENGRENAGEM 3ª MARCHA FIXA;12785;101;LOCAL WMS; ;3;0;3;S;10301;CARCACA DE MUDANCAS
6;12858;PORCA EIXO SAIDA;12858;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;13510;BUCHA EIXO GARFO EMBREAGEM;13510;101;LOCAL WMS; ;7;0;7;S;10301;CARCACA DE MUDANCAS
6;13531;CILINDRO REDUZIDA CAMBIO;13531;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;13730;PARAFUSO BIELA CUMMINS SERIE C MECANICO / ELETRONICO;13730;101;LOCAL WMS; ;12;12;0;S;11501;PARAFUSO
6;13731;PORCA PARAFUSO BIELA CUMMINS SERIE C MECANICO // ELETRONICO;13731;101;LOCAL WMS; ;12;12;0;S;11501;PARAFUSO
6;13754;SUPORTE INFERIOR BALANCIM VALVULA CUMMINS C MECANICO;13754;101;LOCAL WMS; ;2;2;0;S;10109;INJECAO COMBUSTIVEL
6;13855;ARRUELA SELETIVA ENGRENAGEM 3ª MARCHA;13855;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;13953;PARAFUSO;13953;101;LOCAL WMS; ;6;6;0;S;10121;SISTEMA ESCAPAMENTO
6;13980;SELO COMANDO MOTOR CUMMINS SERIE C / 69MM;13980;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;14277;BUCHA BIELA CUMMINS SERIE B MECANICO / ELETRONICO;14277;101;LOCAL WMS; ;2;0;2;S;20299;GRUPO EM MANUTENCAO
6;14297;TRAVA   CHAVETA   VALVULA MOTOR CUMMINS SERIE  C;14297;101;LOCAL WMS; ;24;24;0;S;10101;BLOCO DOS CILINDROS
6;14298;GARFO ACIONAMENTO EMBREAGEM  PUXAR  REFORCADO ROLETE GROSSO 25MM;14298;101;LOCAL WMS; ;1;0;1;S;10301;CARCACA DE MUDANCAS
6;14506;ROLAMENTO;14506;101;LOCAL WMS; ;1;0;1;S;11001;ROLAMENTO
6;14520;PORCA PINHAO ROSCA EIXO 45MM VW 18-310;14520;101;LOCAL WMS; ;2;0;2;S;10501;DIFERENCIAL DIANTEIRO
6;14824;TUBO INJETOR 3º CIL;14824;101;LOCAL WMS; ;1;0;1;S;10109;INJECAO COMBUSTIVEL
6;14825;TUBO SUPRIMENTO COMBUSTIVEL;14825;101;LOCAL WMS; ;1;0;1;S;10109;INJECAO COMBUSTIVEL
6;14826;TUBO 5º CIL;14826;101;LOCAL WMS; ;1;0;1;S;10109;INJECAO COMBUSTIVEL
6;14827;TUBO 6a CILINDRO;14827;101;LOCAL WMS; ;1;0;1;S;10109;INJECAO COMBUSTIVEL
6;14903;TERMOSTATO MOTOR L MAQ. BRASTOFATI;14903;101;LOCAL WMS; ;1;0;1;S;10109;INJECAO COMBUSTIVEL
6;15748;SENSOR ROTACAO EIXO COMANDO MOTOR;15748;101;LOCAL WMS; ;8;2;6;S;10401;EIX DIANT/TRAS/TRUCK/CARRETA
6;17078;CANO RETORNO BICO CUMMINS SERIE C MECANICO;17078;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;17137;ENGRENAGEM PLANETARIO;17137;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;17200;FILTRO COMBUSTIVEL CUMMINS M11;17200;101;LOCAL WMS; ;2;0;2;S;0;<SEM GRUPO>
6;17258;CALCO CAIXA ROLAMENTOS EIXO;17258;101;LOCAL WMS; ;4;0;4;S;10501;DIFERENCIAL DIANTEIRO
6;17481;GUIA VALVULA 855T;17481;101;LOCAL WMS; ;24;0;24;S;10102;CABECOTE
6;17607;PARAFUSO COLETOR ESCAPE M10X65X1,35;17607;101;LOCAL WMS; ;15;15;0;S;10121;SISTEMA ESCAPAMENTO
6;17972;RETENTOR;17972;101;LOCAL WMS; ;1;0;1;S;11501;PARAFUSO
6;17979;ANEL ORING BICO INJETOR CUMMINS M11;17979;101;LOCAL WMS; ;18;0;18;S;10102;CABECOTE
6;18133;RETENTOR DIANTEIRO C/ PISTA CUMMINS;18133;101;LOCAL WMS; ;1;1;0;S;11501;PARAFUSO
6;18180;ROLAMENTO GAIOLA AGULHAS;18180;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;18296;CONTROLE DE SEGURANCA COLHEDEIRA CUMMINS  4B 4.5L;18296;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;18782;DEFLETOR OLEO EIXO ANTERIOR';18782;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;18866;COTOVELO;18866;101;LOCAL WMS; ;1;1;0;S;10121;SISTEMA ESCAPAMENTO
6;18867;PARAFUSO POLIA MOTOR CUMMINS SERIE C ;18867;101;LOCAL WMS; ;4;4;0;S;10121;SISTEMA ESCAPAMENTO
6;19420;KIT MECANISMO REDUZIDA;19420;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;19459;FILTRO LUBRIFICANTE CUMMINS SERIE C ELETRONICO;19459;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;20289;ROLAMENTO EIXO GARFO EMBREAGEM 6005 2RS  VOLVO N / NL 10 / 12  ;20289;101;LOCAL WMS; ;1;1;0;S;11101;LUBRIFICACAO DE MOTOR
6;20510;FLUIDO FREIO DOT4 500ML;20510;101;LOCAL WMS; ;4;0;4;S;10401;EIX DIANT/TRAS/TRUCK/CARRETA
6;21182;JOGO ANEIS MOTOR N;21182;101;LOCAL WMS; ;6;0;6;S;10102;CABECOTE
6;21230;ARVORE COMANDO VALVULAS;21230;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;22367;BRONZINA ENCOSTO CENTRAL STD  MWM D225 / D226 / D229;22367;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;22936;JOGO BUCHA COMANDO CUMMINS SERIE C MECANICO / / ELETRONICO;22936;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;23286;TAMPAO;23286;101;LOCAL WMS; ;2;2;0;S;10301;CARCACA DE MUDANCAS
6;24186;MOLA VALVULA ALIVIO BOMBA OLEO MOTOR CUMMINS;24186;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;24377;ARRUELA AMORTECEDOR;24377;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;24446;VIRABREQUIM MWM 6C D229/6 ASPIRADO;24446;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;24483;REBITE 13 X 12  ALUMINIO SEMI TUBOLAR   UNITARIO;24483;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;24514;BICO RESFR.;24514;101;LOCAL WMS; ;6;0;6;S;10101;BLOCO DOS CILINDROS
6;24517;BRONZINA BIELA STD CUMMINS NT855;24517;101;LOCAL WMS; ;12;0;12;S;10101;BLOCO DOS CILINDROS
6;24708;ELEMENTO FILTRO AGUA MOTOR 23 UNIDADES;24708;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;24731;ANEL DE VEDACAO DA CAMISA;24731;101;LOCAL WMS; ;6;0;6;S;10102;CABECOTE
6;24788;MANGUEIRA COMPRESSOR;24788;101;LOCAL WMS; ;1;1;0;S;10108;REFRIGERACAO AGUA
6;24789;MANGUEIRA  FLEXIVEL LONGA REFRIGERAÇAO  ;24789;101;LOCAL WMS; ;1;1;0;S;10108;REFRIGERACAO AGUA
6;25084;BUCHA COMANDO CUMMINS B ELETRONICO GROSSA UNIDADE;25084;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;25090;ELEMENTO FILTRO AR SEGURANCA;25090;101;LOCAL WMS; ;1;1;0;S;10801;FILTRO DE AR
6;25111;PRISIONEIRO TURBINA;25111;101;LOCAL WMS; ;4;0;4;S;10102;CABECOTE
6;25246;GUIA VALVULA CUMMINS SERIE C STD;25246;101;LOCAL WMS; ;12;12;0;S;10101;BLOCO DOS CILINDROS
6;25346;BULBO PRESSAO OLEO;25346;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;25547;CALCO 0,254MM DIFERENCIAL POSTERIOR MODERNO 99/;25547;101;LOCAL WMS; ;4;0;4;S;10501;DIFERENCIAL DIANTEIRO
6;26991;SELO EIXO COMANDO MOTOR 60,37X11MM  MBB OM352/ OM314/ OM366/ OM906;26991;101;LOCAL WMS; ;2;2;0;S;11301;CHAPA DO ASSOALHO
6;27023;CHAVETA TRAVA VALVULA MBB OM352 / OM364 / OM366 / OM355 ORIGINAL;27023;101;LOCAL WMS; ;48;48;0;S;10301;CARCACA DE MUDANCAS
6;27024;VALVULA RETENCAO RETORNO DIESEL C/ ESFERAS 14MM;27024;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;27069;TORRE ALAVANCA CAMBIO ALTA ALUMINIO C/ NYLON;27069;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;27226;PORCA PINHAO ROSCA EIXO 45MM VW 18-310;27226;101;LOCAL WMS; ;1;0;1;S;10301;CARCACA DE MUDANCAS
6;27386;ANEL LUVA BICO INJETOR C/ GRAFITE MBB OM355 / OM314 / OM352 / OM364 / OM366;27386;101;LOCAL WMS; ;6;6;0;S;10301;CARCACA DE MUDANCAS
6;27426;BUJAO CAIXA CAMBIO / DIFERENCIAL C/IMA ;27426;101;LOCAL WMS; ;1;0;1;S;11301;CHAPA DO ASSOALHO
6;27607;TERMINAL ACELERADOR COMPLETO LONGO MB ROSCA 6MM // 48mm;27607;101;LOCAL WMS; ;2;0;2;S;11301;CHAPA DO ASSOALHO
6;28286;JOGO JUNTA COMPLETO S/ ANEIS;28286;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;28561;PARAFUSO FIXACAO CABECOTE;28561;101;LOCAL WMS; ;30;0;30;S;0;<SEM GRUPO>
6;28894;PORCA PRISIONEIRO TURBINA TRAVANTE 10X1,5 CH 16MM;28894;101;LOCAL WMS; ;3;8;-5;S;11501;PARAFUSO
6;28967;JUNTA TAMPA VALVULA OM352;28967;101;LOCAL WMS; ;2;2;0;S;0;<SEM GRUPO>
6;29063;PORCA PRISIONEIRO TURBINA TRAVANTE 10X1,5 CH 16MM;29063;101;LOCAL WMS; ;48;8;40;S;11301;CHAPA DO ASSOALHO
6;29064;PRISIONEIRO COLETOR ADMISSAO 10MM;29064;101;LOCAL WMS; ;12;0;12;S;20299;GRUPO EM MANUTENCAO
6;29190;CAMISA MOTOR STD;29190;101;LOCAL WMS; ;6;6;0;S;10102;CABECOTE
6;29223;JOGO BRONZINA BIELA STD;29223;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;29302;JOGO BRONZINA MANCAL STD;29302;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;29306;JOGO BRONZINA MANCAL STD;29306;101;LOCAL WMS; ;6;6;0;S;10102;CABECOTE
6;29341;KIT MOTOR PISTAO C/ ANEIS STD;29341;101;LOCAL WMS; ;3;0;3;S;10101;BLOCO DOS CILINDROS
6;29361;TUCHO VALVULA OM312/314/352    (N);29361;101;LOCAL WMS; ;24;24;0;S;0;<SEM GRUPO>
6;29366;PARAFUSO SEXTAVADO FLANGEADO BIELA M16X67X1,5MM;29366;101;LOCAL WMS; ;76;24;52;S;10301;CARCACA DE MUDANCAS
6;29437;BRONZINA MANCAL 0,25 COM EJETOR OLEO;29437;101;LOCAL WMS; ;10;0;10;S;10101;BLOCO DOS CILINDROS
6;29628;GUIA VALVULA ESPECIAL MODERNO 24V STD;29628;101;LOCAL WMS; ;70;24;46;S;10101;BLOCO DOS CILINDROS
6;29674;VALVULA ESCAPE MOTOR;29674;101;LOCAL WMS; ;2;0;2;S;10103;COMANDO DE VALVULAS
6;29759;ABRACADEIRA TRIPLA CANO INJETOR 3 CANOS;29759;101;LOCAL WMS; ;7;4;3;S;11301;CHAPA DO ASSOALHO
6;29876;ANEL VEDACAO TOP BRAKE ORING ACO COM BORRACHA;29876;101;LOCAL WMS; ;6;10;-4;S;10301;CARCACA DE MUDANCAS
6;29915;ENGRENAGEM VIRABREQUIM MWM 229 ASPIRADO STD;29915;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;29998;PARAFUSO BIELA 12X56X1,25MM MBB BIEXAGONAL;29998;101;LOCAL WMS; ;62;34;28;S;10301;CARCACA DE MUDANCAS
6;30662;MANGUEIRA RETORNO BICO INJETOR COMBUSTIVEL  MBB OM447 / OM449 440MM;30662;101;LOCAL WMS; ;5;0;5;S;20299;GRUPO EM MANUTENCAO
6;31673;PARAFUSO COLETOR ESCAPE 8X1,25X75MM 10.9  FLANGEADO ;31673;101;LOCAL WMS; ;3;0;3;S;11301;CHAPA DO ASSOALHO
6;31962;RETENTOR HASTE VALVULAS;31962;101;LOCAL WMS; ;18;12;6;S;10101;BLOCO DOS CILINDROS
6;32007;MTS TUBO NYLON TECALON 8MM;32007;101;LOCAL WMS; ;50;0;50;S;11501;PARAFUSO
6;32869;TUCHO VALVULA MOTOR MWM X10 / X12 / 229;32869;101;LOCAL WMS; ;12;12;0;S;10102;CABECOTE
6;32873;PINO GUIA CABECOTE AO BLOCO MOTOR MBB 14X22;32873;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;33099;ARRUELA ENCOSTO MOLA VALVULA MB OM447 // OM449 INTERNA;33099;101;LOCAL WMS; ;2;0;2;S;11301;CHAPA DO ASSOALHO
6;33100;ARRUELA ENCOSTO MOLA VALVULA MB OM447 // OM449 EXTERNA;33100;101;LOCAL WMS; ;2;0;2;S;11301;CHAPA DO ASSOALHO
6;33176;PINO GUIA BASE BLOCO CUMMINS SERIE C MECANICO // ELETRONICO;33176;101;LOCAL WMS; ;2;2;0;S;10102;CABECOTE
6;33348;VALVULA ADMISSAO;33348;101;LOCAL WMS; ;6;6;0;S;10301;CARCACA DE MUDANCAS
6;33796;ABRACADEIRA SEXTUPLA CANO INJETOR 6 CANOS;33796;101;LOCAL WMS; ;2;0;2;S;11301;CHAPA DO ASSOALHO
6;33799;ABRACADEIRA CANO INJETOR 3 CANOS  C/ NYLON ;33799;101;LOCAL WMS; ;14;0;14;S;11301;CHAPA DO ASSOALHO
6;33803;ROLAMENTO ESFERAS 25X62X24MM;33803;101;LOCAL WMS; ;6;0;6;S;11101;LUBRIFICACAO DE MOTOR
6;34222;PARAFUSO SEXTAVADO FLANGEADO COLETOR M10X60X1,5 10.9 RT;34222;101;LOCAL WMS; ;2;8;-6;S;11501;PARAFUSO
6;34559;PINO GUIA MANCAL VIRABREQUIM CONICO MBB 08X16MM;34559;101;LOCAL WMS; ;48;28;20;S;11301;CHAPA DO ASSOALHO
6;34706;ANEL ORING BICO INJETOR LUBRIFICACAO MOTOR MBB LS1632/ OM449LA;34706;101;LOCAL WMS; ;50;0;50;S;11301;CHAPA DO ASSOALHO
6;35254;PARAFUSO COLETOR ESCAPE M10-1,5 X 85 10.9;35254;101;LOCAL WMS; ;24;0;24;S;11501;PARAFUSO
6;35275;BOMBA AGUA MOTOR ROTOR 125MM MBB;35275;101;LOCAL WMS; ;2;1;1;S;0;<SEM GRUPO>
6;35283;SELO CABECOTE 22,5 MM MWM 229 / X10 / X12 ALTO 9MM;35283;101;LOCAL WMS; ;34;20;14;S;10101;BLOCO DOS CILINDROS
6;35688;VARETA VALVULA ADMISSAO / ESCAPE MBB OM457;35688;101;LOCAL WMS; ;36;12;24;S;0;<SEM GRUPO>
6;35703;REPARO NIPLE NYLON BALANCIM VALVULA MB OM352 / OM366;35703;101;LOCAL WMS; ;1;1;0;S;20299;GRUPO EM MANUTENCAO
6;35895;PARAFUSO COLETOR;35895;101;LOCAL WMS; ;18;0;18;S;10121;SISTEMA ESCAPAMENTO
6;35950;TUBO BUCHA BOMBA AGUA AO RADIADOR;35950;101;LOCAL WMS; ;2;2;0;S;0;<SEM GRUPO>
6;35966;CORREIA DENTADA;35966;101;LOCAL WMS; ;1;0;1;S;10117;CORREIAS
6;35986;COXIM PARTE DIANTEIRA MOTOR;35986;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;37837;JOGO JUNTAS COMPLETO MOTOR OM366;37837;101;LOCAL WMS; ;2;2;0;S;0;<SEM GRUPO>
6;37897;PINO GUIA MANCAL MOTOR OM355;37897;101;LOCAL WMS; ;36;12;24;S;10301;CARCACA DE MUDANCAS
6;37979;SELO AGUA BLOCO  50MM MWM 229;37979;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;38037;CONEXAO FREIO A AR 16X1,5MM NG8;38037;101;LOCAL WMS; ;8;6;2;S;10101;BLOCO DOS CILINDROS
6;38228;RETENTOR HASTE VALVULAS;38228;101;LOCAL WMS; ;12;12;0;S;10101;BLOCO DOS CILINDROS
6;39981;JOGO BRONZINA BIELA STD;39981;101;LOCAL WMS; ;12;0;12;S;10101;BLOCO DOS CILINDROS
6;41428;PARAFUSO COLETOR ESCAPE OM352;41428;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;42638;PARAFUSO 6X20MM;42638;101;LOCAL WMS; ;6;0;6;S;11301;CHAPA DO ASSOALHO
6;43684;ROLETE C/ PINO GARFO EMBREAGEM;43684;101;LOCAL WMS; ;8;2;6;S;10301;CARCACA DE MUDANCAS
6;45425;SELO MEDIDA 32,182;45425;101;LOCAL WMS; ;7;0;7;S;10101;BLOCO DOS CILINDROS
6;45434;REPARO VALV ALIVIO;45434;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;45446;RETENTOR TRASEIRO VIRABREQUIM;45446;101;LOCAL WMS; ;3;1;2;S;10101;BLOCO DOS CILINDROS
6;47437;PARAFUSO VOLANTE MOTOR MBB OM447 / OM449 / OM457;47437;101;LOCAL WMS; ;15;0;15;S;11301;CHAPA DO ASSOALHO
6;47867;ANEL SINCRONIZADO 4ª / 5ª MARCHA;47867;101;LOCAL WMS; ;1;0;1;S;10301;CARCACA DE MUDANCAS
